Ticker,pct change,Industry,Sector,Full Time Emp,Year
LL,-193.4873949579832,Consumer Cyclical,Home Improvement Retail,2090,2018
UFPI,-43.798151001540816,Basic Materials,Lumber & Wood Production,12000,2018
NX,-52.317880794701985,Industrials,Building Products & Equipment,3767,2018
EPAY,23.958333333333336,Technology,Software-Infrastructure,2000,2018
PFS,-9.034397016162453,Financial Services,Banks-Regional,968,2018
UCBI,-47.62348555452003,Financial Services,Banks-Regional,2414,2018
NTGR,-33.961176244474345,Technology,Communication Equipment,803,2018
RWT,1.1944260119442582,Real Estate,REIT-Mortgage,372,2018
CPE,-74.88443759630199,Energy,Oil & Gas E&P,475,2018
CLF,10.923276983094937,Basic Materials,Steel,2372,2018
BANR,-1.6080777860882696,Financial Services,Banks-Regional,2198,2018
RYAM,-77.65258215962443,Basic Materials,Chemicals,4000,2018
PMT,11.922663802363063,Real Estate,REIT-Mortgage,1,2018
CATM,5.92307692307692,Industrials,Business Equipment & Supplies,1987,2018
MRTN,-43.29833230389127,Industrials,Trucking,4087,2018
CHCT,7.596253902185217,Real Estate,REIT-Healthcare Facilities,25,2018
AKR,-3.3670033670033552,Real Estate,REIT-Retail,118,2018
DLX,-93.210197710718,Communication Services,Advertising Agencies,6388,2018
LMNX,12.635222847252264,Healthcare,Medical Instruments & Supplies,1257,2018
GME,-33.20126782884311,Consumer Cyclical,Specialty Retail,14000,2018
XNCR,37.05752212389379,Healthcare,Biotechnology,166,2018
IRBT,-5.982803916885604,Technology,Consumer Electronics,1159,2018
RCM,35.22012578616352,Healthcare,Health Information Services,19000,2018
UNIT,-1.6698779704560036,Real Estate,REIT-Specialty,899,2018
BANF,-11.723446893787578,Financial Services,Banks-Regional,1948,2018
RDNT,0.19665683382497123,Healthcare,Diagnostics & Research,6165,2018
CHEF,36.366479049405875,Consumer Defensive,Food Distribution,2447,2018
CWT,14.60344104070498,Utilities,Utilities-Regulated Water,1224,2018
DNOW,-1.2886597938144209,Energy,Oil & Gas Equipment & Services,2600,2018
SHEN,23.163841807909606,Communication Services,Telecom Services,1130,2018
WDR,-27.212389380530986,Financial Services,Asset Management,1162,2018
UIS,23.473774720550303,Technology,Information Technology Services,20800,2018
KRA,-130.1282051282051,Basic Materials,Specialty Chemicals,1944,2018
DIOD,12.616243025418466,Technology,Semiconductors,6605,2018
HAYN,-35.6060606060606,Industrials,Metal Fabrication,1037,2018
CLW,-93.06524415264667,Basic Materials,Paper & Paper Products,3290,2018
MIK,-98.44903988183164,Consumer Cyclical,Specialty Retail,12000,2018
VG,-28.17869415807559,Communication Services,Telecom Services,2264,2018
SM,-50.839793281653755,Energy,Oil & Gas E&P,530,2018
TVTY,-56.187021362353896,Healthcare,Medical Care Facilities,1000,2018
PFBC,-48.60438292964244,Financial Services,Banks-Regional,279,2018
ZEUS,-63.34968465311842,Basic Materials,Steel,1551,2018
TRST,-25.364431486880456,Financial Services,Banks-Regional,771,2018
SAH,-56.61337209302326,Consumer Cyclical,Auto & Truck Dealerships,9300,2018
FSP,-62.76083467094703,Real Estate,REIT-Office,37,2018
EXPO,-46.22362453165057,Industrials,Consulting Services,901,2018
RCII,33.10685608400247,Industrials,Rental & Leasing Services,14500,2018
SITC,26.648599819331537,Real Estate,REIT-Retail,361,2018
NBTB,-6.7071407921364345,Financial Services,Banks-Regional,1788,2018
HOPE,-60.53962900505903,Financial Services,Banks-Regional,1416,2018
CATO,16.748423265592145,Consumer Cyclical,Apparel Retail,10060,2018
BNED,-65.83541147132172,Consumer Cyclical,Specialty Retail,3400,2018
IIPR,37.05662040096938,Real Estate,REIT-Industrial,14,2018
SPTN,-41.85098952270082,Consumer Defensive,Food Distribution,10400,2018
TCMD,30.77936333699231,Healthcare,Medical Devices,629,2018
SPOK,-17.64705882352941,Communication Services,Telecom Services,613,2018
GMS,-130.68640646029613,Industrials,Building Products & Equipment,5308,2018
WTS,-23.585929025259567,Industrials,Specialty Industrial Machinery,4800,2018
VGR,-118.91058581706065,Consumer Defensive,Tobacco,1418,2018
HSII,15.357486373837775,Industrials,Staffing & Employment Services,1746,2018
SAFE,6.379585326953745,Real Estate,REIT-Diversified,0,2018
REGI,58.36575875486382,Energy,Oil & Gas Refining & Marketing,829,2018
WDFC,32.47298919567827,Basic Materials,Specialty Chemicals,522,2018
GVA,-65.56603773584905,Industrials,Engineering & Construction,7000,2018
RES,-104.66058763931105,Energy,Oil & Gas Equipment & Services,2700,2018
CPK,9.594095940959406,Utilities,Utilities-Regulated Gas,955,2018
BIG,-110.16597510373443,Consumer Defensive,Discount Stores,10500,2018
CLB,-91.58565202815959,Energy,Oil & Gas Equipment & Services,3800,2018
GLUU,53.655514250309785,Communication Services,Electronic Gaming & Multimedia,715,2018
DIN,17.760617760617762,Consumer Cyclical,Restaurants,558,2018
MMI,4.893678997960967,Real Estate,Real Estate Services,877,2018
BCOR,8.408408408408416,Financial Services,Asset Management,690,2018
CPF,-21.43737166324435,Financial Services,Banks-Regional,789,2018
FSS,-2.2110552763819165,Industrials,Pollution & Treatment Controls,3600,2018
BOOM,34.79498861047836,Energy,Oil & Gas Equipment & Services,741,2018
EXLS,-15.45039908779932,Technology,Information Technology Services,31700,2018
ABG,-8.985898589859,Consumer Cyclical,Auto & Truck Dealerships,8500,2018
EVTC,45.47038327526132,Technology,Software-Infrastructure,2300,2018
CUTR,-191.42185663924792,Healthcare,Medical Devices,447,2018
UCTT,-156.08028335301063,Technology,Semiconductor Equipment & Materials,3940,2018
LMAT,-47.208121827411155,Healthcare,Medical Instruments & Supplies,454,2018
TG,-15.699873896595221,Basic Materials,Specialty Chemicals,3000,2018
COHU,-41.692594897324206,Technology,Semiconductor Equipment & Materials,3200,2018
HFWA,-3.6339165545087546,Financial Services,Banks-Regional,857,2018
STMP,-30.97532767925984,Technology,Software-Application,1313,2018
EXTN,-63.163841807909606,Energy,Oil & Gas Equipment & Services,3600,2018
ANIK,-98.51234751562035,Healthcare,Biotechnology,154,2018
ANIP,-49.17814304753441,Healthcare,Drug Manufacturers-Specialty & Generic,338,2018
OPI,-149.78165938864626,Real Estate,REIT-Office,0,2018
ALEX,-44.28726877040262,Real Estate,REIT-Diversified,793,2018
SAFT,5.084952939738414,Financial Services,Insurance-Property & Casualty,609,2018
ALRM,26.007326007325997,Technology,Software-Application,1361,2018
OFG,30.741190765492103,Financial Services,Banks-Regional,2405,2018
HA,-41.42370314274896,Industrials,Airlines,7087,2018
UNFI,-349.48064211520307,Consumer Defensive,Food Distribution,28300,2018
BJRI,25.350998615780107,Consumer Cyclical,Restaurants,22725,2018
PLAY,-5.475763016157984,Consumer Cyclical,Restaurants,15908,2018
BKE,-3.671147880041369,Consumer Cyclical,Apparel Retail,2800,2018
PBF,1.0407101316192329,Energy,Oil & Gas Refining & Marketing,3442,2018
XPER,-22.077215878194664,Technology,Semiconductor Equipment & Materials,1900,2018
ECHO,-43.63010329562224,Industrials,Integrated Freight & Logistics,2513,2018
RNST,-42.71040424121935,Financial Services,Banks-Regional,2527,2018
SCVL,31.811399582214257,Consumer Cyclical,Apparel Retail,2200,2018
GHL,23.975409836065566,Financial Services,Capital Markets,405,2018
VRTU,-4.766377083822479,Technology,Information Technology Services,22883,2018
UHT,-8.44060615936125,Real Estate,REIT-Healthcare Facilities,0,2018
KWR,13.398233076360363,Basic Materials,Specialty Chemicals,4500,2018
RPT,-10.627615062761517,Real Estate,REIT-Retail,104,2018
GDOT,22.962776659959758,Financial Services,Credit Services,1200,2018
UBA,-1.040582726326758,Real Estate,REIT-Retail,105,2018
EGRX,-48.34946636882602,Healthcare,Drug Manufacturers-Specialty & Generic,108,2018
SXI,-56.22208990771062,Industrials,Specialty Industrial Machinery,3800,2018
LCII,-65.04491017964072,Consumer Cyclical,Recreational Vehicles,10500,2018
PBI,-138.74788494077833,Industrials,Business Equipment & Supplies,11000,2018
AMSF,-7.1617569236196905,Financial Services,Insurance-Specialty,431,2018
AVAV,24.4150110375276,Industrials,Aerospace & Defense,823,2018
LQDT,22.20421393841167,Consumer Cyclical,Internet Retail,574,2018
CENT,-13.759071117561666,Consumer Defensive,Packaged Foods,5600,2018
ODP,-25.968992248062012,Consumer Cyclical,Specialty Retail,40000,2018
PLCE,-66.27816627816628,Consumer Cyclical,Apparel Retail,3900,2018
EIG,-1.024541339051703,Financial Services,Insurance-Specialty,704,2018
NXRT,24.365192582025667,Real Estate,REIT-Residential,3,2018
EBIX,-92.90413533834584,Technology,Software-Application,7975,2018
BLMN,-23.141419787590838,Consumer Cyclical,Restaurants,94000,2018
AMWD,-143.98347701149424,Consumer Cyclical,"Furnishings, Fixtures & Appliances",9900,2018
SKYW,-25.365414886440302,Industrials,Airlines,13700,2018
CROX,47.998460354118556,Consumer Cyclical,Footwear & Accessories,3803,2018
AMCX,5.994897959183672,Communication Services,Broadcasting,2114,2018
EGOV,-33.01282051282052,Technology,Software-Application,1000,2018
CTRE,13.921993499458289,Real Estate,REIT-Healthcare Facilities,52,2018
CEIX,-2.2705771050141874,Energy,Thermal Coal,1792,2018
EHTH,54.398750650702766,Financial Services,Insurance Brokers,1500,2018
B,-22.696754942185766,Industrials,Specialty Industrial Machinery,5749,2018
IRT,-0.10893246187363603,Real Estate,REIT-Residential,410,2018
BCPC,-0.8296107211231726,Basic Materials,Specialty Chemicals,1341,2018
ABM,-18.436624104640302,Industrials,Specialty Business Services,140000,2018
AZZ,-12.73538156590684,Industrials,Electrical Equipment & Parts,4343,2018
HP,-50.2503128911139,Energy,Oil & Gas Drilling,4138,2018
TTGT,-28.41932841932841,Communication Services,Internet Content & Information,649,2018
CEVA,-99.18515165233137,Technology,Semiconductors,382,2018
RMBS,-64.66753585397655,Technology,Semiconductors,685,2018
CPSI,-19.322709163346605,Healthcare,Health Information Services,2000,2018
SWN,-24.34017595307918,Energy,Oil & Gas E&P,923,2018
LCI,-310.28225806451616,Healthcare,Drug Manufacturers-Specialty & Generic,954,2018
CLDT,-26.696832579185514,Real Estate,REIT-Hotel & Motel,39,2018
MTOR,-61.32465996451805,Consumer Cyclical,Auto Parts,8600,2018
CRMT,36.36991028295376,Consumer Cyclical,Auto & Truck Dealerships,1750,2018
BKU,-37.07414829659318,Financial Services,Banks-Regional,1493,2018
SKT,-24.5301681503462,Real Estate,REIT-Retail,285,2018
MDC,-19.921736036997515,Consumer Cyclical,Residential Construction,1656,2018
ECOL,17.03715465227056,Industrials,Waste Management,3800,2018
GFF,-91.866028708134,Industrials,Tools & Accessories,7400,2018
CVCO,-17.464335020708706,Consumer Cyclical,Residential Construction,5000,2018
ROG,-66.34363012315768,Technology,Electronic Components,3600,2018
IBP,-113.56485604036808,Industrials,Building Products & Equipment,8500,2018
KFY,-12.696004046535162,Industrials,Staffing & Employment Services,8198,2018
TTMI,-69.47584789311406,Technology,Electronic Components,25700,2018
AMPH,6.331658291457278,Healthcare,Drug Manufacturers-Specialty & Generic,2027,2018
VRA,-8.401400233372215,Consumer Cyclical,Footwear & Accessories,2700,2018
OSPN,-11.196911196911206,Technology,Software-Application,789,2018
CENTA,-20.703999999999997,Consumer Defensive,Packaged Foods,5600,2018
ECPG,-76.38297872340428,Financial Services,Mortgage Finance,7300,2018
NFBK,-23.837638376383765,Financial Services,Banks-Regional,357,2018
EGBN,-29.336891808663516,Financial Services,Banks-Regional,515,2018
ROIC,-15.680100755667507,Real Estate,REIT-Retail,73,2018
AMN,5.312389692905044,Healthcare,Medical Care Facilities,3236,2018
NSIT,8.907975460122705,Technology,Information Technology Services,11261,2018
RPAI,-11.059907834101393,Real Estate,REIT-Retail,215,2018
NYMT,3.225806451612895,Real Estate,REIT-Mortgage,55,2018
HIBB,-58.04195804195804,Consumer Cyclical,Specialty Retail,3500,2018
ROCK,-4.242764821579089,Industrials,Building Products & Equipment,1932,2018
CNSL,-26.012145748987837,Communication Services,Telecom Services,3400,2018
HSTM,2.608695652173909,Healthcare,Health Information Services,849,2018
GEO,-14.46700507614214,Real Estate,REIT-Healthcare Facilities,23000,2018
VNDA,39.34175277458859,Healthcare,Biotechnology,284,2018
VRTS,-61.148180788115305,Financial Services,Asset Management,578,2018
EGHT,1.8847006651884695,Technology,Software-Application,1675,2018
NBR,-292.0,Energy,Oil & Gas Drilling,14000,2018
JRVR,-3.9956212370005497,Financial Services,Insurance-Specialty,800,2018
VREX,-79.34966216216216,Healthcare,Medical Devices,2000,2018
PKE,-1.2728278915329299,Industrials,Aerospace & Defense,136,2018
SXC,-29.82456140350876,Basic Materials,Coking Coal,1171,2018
USNA,36.59220249723945,Consumer Defensive,Household & Personal Products,1909,2018
NSA,4.1194255479969755,Real Estate,REIT-Industrial,459,2018
PLAB,13.223140495867764,Technology,Semiconductor Equipment & Materials,1728,2018
LZB,-8.805485384337777,Consumer Cyclical,"Furnishings, Fixtures & Appliances",9500,2018
CENX,-204.3775649794802,Basic Materials,Aluminum,2079,2018
LGIH,-49.66828836797879,Consumer Cyclical,Residential Construction,953,2018
OMI,-232.70142180094786,Healthcare,Medical Distribution,15400,2018
HLIT,22.669491525423727,Technology,Communication Equipment,1162,2018
ANF,-3.291770573566086,Consumer Cyclical,Apparel Retail,8000,2018
UEIC,-82.35759493670885,Technology,Consumer Electronics,4347,2018
ICHR,-95.8282208588957,Technology,Semiconductor Equipment & Materials,1355,2018
DSPG,-16.96428571428572,Technology,Semiconductors,340,2018
BANC,-48.009015777610806,Financial Services,Banks-Regional,600,2018
SPPI,-146.17142857142855,Healthcare,Biotechnology,146,2018
PGTI,-0.6309148264984206,Industrials,Building Products & Equipment,3000,2018
MTDR,-108.69285254346424,Energy,Oil & Gas E&P,304,2018
CFFN,-2.427564604541899,Financial Services,Banks-Regional,668,2018
GCI,-46.06741573033706,Communication Services,Publishing,21255,2018
RRGB,-97.0434131736527,Consumer Cyclical,Restaurants,24586,2018
IRDM,31.165311653116532,Communication Services,Telecom Services,497,2018
UIHC,-16.245487364620935,Financial Services,Insurance-Property & Casualty,363,2018
IVC,-327.906976744186,Healthcare,Medical Devices,3900,2018
ENSG,40.62902810002578,Healthcare,Medical Care Facilities,24500,2018
CPRI,-74.0506329113924,Consumer Cyclical,Apparel Manufacturing,10834,2018
PLT,-78.21752265861028,Technology,Communication Equipment,6584,2018
ASTE,-106.69095727061939,Industrials,Farm & Heavy Construction Machinery,3582,2018
ANDE,-14.084978253596523,Consumer Defensive,Food Distribution,2247,2018
SJI,-5.89928057553957,Utilities,Utilities-Diversified,1100,2018
CVBF,-15.669797330696975,Financial Services,Banks-Regional,0,2018
RGR,0.5073280721533183,Industrials,Aerospace & Defense,1609,2018
AMBC,6.032482598607884,Financial Services,Insurance-Specialty,103,2018
TSE,-80.10048055919616,Basic Materials,Specialty Chemicals,2700,2018
DRQ,-71.99467199467199,Energy,Oil & Gas Equipment & Services,1444,2018
RGP,-15.140845070422552,Industrials,Consulting Services,929,2018
USCR,-120.66326530612244,Basic Materials,Building Materials,3173,2018
GKOS,46.57290368524123,Healthcare,Medical Instruments & Supplies,600,2018
PLUS,-8.472671069270762,Technology,Software-Application,1497,2018
RUTH,-4.267487901451821,Consumer Cyclical,Restaurants,5740,2018
TBI,-22.92134831460675,Industrials,Staffing & Employment Services,6200,2018
WABC,-6.627155172413788,Financial Services,Banks-Regional,737,2018
VVI,-13.395887402675172,Industrials,Specialty Business Services,5361,2018
SLCA,-227.01375245579567,Energy,Oil & Gas Equipment & Services,2177,2018
ENVA,8.01644398766702,Financial Services,Credit Services,1325,2018
TTEC,-38.95694784739238,Technology,Information Technology Services,56200,2018
VICR,51.574490605980415,Technology,Electronic Components,993,2018
GBX,-26.833586241780477,Industrials,Railroads,10600,2018
HAFC,-59.89847715736041,Financial Services,Banks-Regional,633,2018
ENTA,-19.935055767330233,Healthcare,Biotechnology,141,2018
KRG,-19.659332860184524,Real Estate,REIT-Retail,133,2018
CCOI,0.24330900243308878,Communication Services,Telecom Services,1110,2018
HSC,9.869083585095675,Industrials,Specialty Industrial Machinery,10500,2018
CRY,33.57998590556729,Healthcare,Medical Devices,1200,2018
RRC,-48.902821316614414,Energy,Oil & Gas E&P,655,2018
CCRN,-91.13233287858117,Industrials,Staffing & Employment Services,1700,2018
OSIS,9.849931787175988,Technology,Electronic Components,6758,2018
CPS,-100.56342562781715,Consumer Cyclical,Auto Parts,28000,2018
HZO,-25.341343528126714,Consumer Cyclical,Specialty Retail,1736,2018
RLGY,-87.39782016348775,Real Estate,Real Estate Services,10150,2018
MATW,-37.863121614968,Industrials,Conglomerates,11000,2018
IRET,88.44507845934379,Real Estate,REIT-Residential,361,2018
MGLN,-75.07470557215679,Healthcare,Healthcare Plans,10100,2018
GCP,-36.0488798370672,Basic Materials,Specialty Chemicals,2000,2018
LDL,-135.35204332840965,Industrials,Specialty Industrial Machinery,3250,2018
VIVO,9.85023041474654,Healthcare,Diagnostics & Research,0,2018
AAOI,-109.91574854180169,Technology,Semiconductors,3115,2018
RMAX,-60.48780487804879,Real Estate,Real Estate Services,500,2018
SSP,-1.7800381436745143,Communication Services,Broadcasting,5900,2018
VRTV,-14.937925510612738,Industrials,Business Equipment & Supplies,8000,2018
HI,-16.794094384392295,Industrials,Specialty Industrial Machinery,11000,2018
TUP,-82.95850490972441,Consumer Cyclical,Packaging & Containers,11300,2018
CCS,-83.08227114716105,Consumer Cyclical,Residential Construction,1460,2018
ATI,-23.8401469912724,Industrials,Metal Fabrication,8100,2018
MDRX,-54.668049792531114,Healthcare,Health Information Services,9600,2018
PIPR,-40.188335358444704,Financial Services,Capital Markets,1510,2018
SYKE,-25.43469470279013,Technology,Information Technology Services,54900,2018
MCRI,-19.454640797063455,Consumer Cyclical,Resorts & Casinos,2300,2018
SPSC,36.149550861859666,Technology,Software-Infrastructure,1363,2018
MTRN,-10.468993109579907,Basic Materials,Other Industrial Metals & Mining,2600,2018
IVR,-12.154696132596671,Real Estate,REIT-Mortgage,0,2018
RGS,6.076696165191737,Consumer Cyclical,Personal Services,7000,2018
MEI,-75.39716616573638,Technology,Electronic Components,6044,2018
CTS,-6.2186172267284645,Technology,Electronic Components,3570,2018
MTH,-29.221132897603496,Consumer Cyclical,Residential Construction,1510,2018
SWM,-80.75848303393214,Basic Materials,Paper & Paper Products,3400,2018
ENDP,5.342465753424654,Healthcare,Drug Manufacturers-Specialty & Generic,3172,2018
VTOL,-15.903890160183073,Energy,Oil & Gas Equipment & Services,0,2018
IBTX,-56.762071225693674,Financial Services,Banks-Regional,1469,2018
MATX,-6.8394753279200415,Industrials,Marine Shipping,1988,2018
DXPE,-22.880747126436784,Industrials,Industrial Distribution,2747,2018
MANT,0.43025145807438836,Technology,Software-Application,8900,2018
BMI,2.052428368217838,Industrials,Electrical Equipment & Parts,1567,2018
GCO,21.331828442437914,Consumer Cyclical,Apparel Retail,5650,2018
SEM,-15.30944625407166,Healthcare,Medical Care Facilities,35700,2018
ELY,3.4640522875817066,Consumer Cyclical,Leisure,4200,2018
VSTO,-33.48017621145375,Consumer Cyclical,Leisure,4400,2018
EAT,17.37153251477943,Consumer Cyclical,Restaurants,62200,2018
BEAT,42.81647689216343,Healthcare,Diagnostics & Research,1700,2018
BFS,-15.90427784836933,Real Estate,REIT-Retail,116,2018
GIII,-33.91896737181786,Consumer Cyclical,Apparel Retail,4000,2018
SUPN,-17.54966887417218,Healthcare,Drug Manufacturers-Specialty & Generic,464,2018
MGPI,-56.95004382120948,Consumer Defensive,Packaged Foods,341,2018
GES,11.555127587867108,Consumer Cyclical,Apparel Retail,15800,2018
HMSY,39.1041592605759,Healthcare,Health Information Services,3100,2018
COKE,-14.17296200248056,Consumer Defensive,Beverages-Non-Alcoholic,14800,2018
HSKA,9.465737514517993,Healthcare,Diagnostics & Research,386,2018
KNSL,14.11087113030958,Financial Services,Insurance-Property & Casualty,275,2018
CADE,-66.746126340882,Financial Services,Banks-Regional,1800,2018
BCEI,-35.510401548137395,Energy,Oil & Gas E&P,125,2018
FBNC,-11.451316595223522,Financial Services,Banks-Regional,1065,2018
OXM,-10.92342342342341,Consumer Cyclical,Apparel Manufacturing,6100,2018
ITRI,-54.789596109113994,Technology,Scientific & Technical Instruments,6700,2018
SCHL,4.57029309488325,Communication Services,Publishing,8300,2018
PATK,-116.31205673758865,Consumer Cyclical,Recreational Vehicles,7500,2018
FBM,-78.45968712394705,Industrials,Industrial Distribution,3400,2018
APOG,-52.46231155778893,Industrials,Building Products & Equipment,7200,2018
ONTO,9.366995975118913,Technology,Semiconductors,1340,2018
HCC,-16.00995437577768,Basic Materials,Coking Coal,1417,2018
WIRE,-0.836986847349545,Industrials,Electrical Equipment & Parts,1380,2018
FORM,-1.8452803406671385,Technology,Semiconductors,1836,2018
IPAR,30.456001220070146,Consumer Defensive,Household & Personal Products,402,2018
SCSC,0.523560209424083,Technology,Electronics & Computer Distribution,2200,2018
OFIX,-9.430367689083626,Healthcare,Medical Devices,1055,2018
ARCB,-3.7653239929947437,Industrials,Trucking,13000,2018
TILE,-75.08771929824562,Consumer Cyclical,"Furnishings, Fixtures & Appliances",4110,2018
BCC,-86.37316561844864,Basic Materials,Lumber & Wood Production,5900,2018
FF,15.51071878940731,Basic Materials,Chemicals,538,2018
DDD,-0.6882989183874167,Technology,Computer Hardware,2472,2018
AGYS,16.31799163179916,Technology,Software-Application,1275,2018
MLI,-41.65239726027399,Industrials,Metal Fabrication,4964,2018
CORE,4.989247311827957,Consumer Defensive,Food Distribution,8555,2018
FMBI,-25.492175668854117,Financial Services,Banks-Regional,2122,2018
PSMT,-44.16243654822335,Consumer Defensive,Discount Stores,9500,2018
PPBI,-59.678683385579944,Financial Services,Banks-Regional,989,2018
PRGS,-40.405748098055774,Technology,Software-Application,1538,2018
GTLS,23.77364293403045,Industrials,Specialty Industrial Machinery,5743,2018
PDCE,-74.2271505376344,Energy,Oil & Gas E&P,540,2018
UFI,-55.910683012259184,Consumer Cyclical,Textile Manufacturing,2560,2018
FBK,-20.73101085094231,Financial Services,Banks-Regional,1377,2018
DAKT,-25.13513513513513,Technology,Computer Hardware,2395,2018
CLI,-2.450229709035224,Real Estate,REIT-Office,283,2018
AEGN,-53.67647058823528,Industrials,Engineering & Construction,4900,2018
MD,-60.03030303030303,Healthcare,Medical Care Facilities,9480,2018
ACLS,-45.505617977528075,Technology,Semiconductor Equipment & Materials,960,2018
FORR,2.3489932885906133,Industrials,Consulting Services,1823,2018
INGN,1.8764596923572507,Healthcare,Medical Devices,1020,2018
CONN,-76.56415694591728,Consumer Cyclical,Specialty Retail,4200,2018
BHLB,-40.711902113459416,Financial Services,Banks-Regional,1507,2018
BPFH,-45.6953642384106,Financial Services,Banks-Regional,779,2018
VBTX,-33.348924228250716,Financial Services,Banks-Regional,676,2018
UNF,-15.537848605577704,Industrials,Specialty Business Services,14000,2018
MPAA,-63.58173076923076,Consumer Cyclical,Auto Parts,4012,2018
PARR,-28.561354019746126,Energy,Oil & Gas Refining & Marketing,1408,2018
FBC,-41.09848484848486,Financial Services,Banks-Regional,4871,2018
CHS,-69.2170818505338,Consumer Cyclical,Apparel Retail,4788,2018
BGS,-14.147353856796954,Consumer Defensive,Packaged Foods,2952,2018
AHH,-2.347083926031295,Real Estate,REIT-Diversified,169,2018
BRC,11.988034974689372,Industrials,Security & Protection Services,5400,2018
AVA,-18.54990583804144,Utilities,Utilities-Diversified,1920,2018
