Ticker,pct change,Sector,Industry,Full Time Emp,Year
ZYXI,90.56603773584906,Healthcare,Medical Devices,283,2017
KALU,26.569957884885355,Basic Materials,Aluminum,2585,2017
MCRI,46.98795180722891,Consumer Cyclical,Resorts & Casinos,2300,2017
ANIP,6.2063615205585725,Healthcare,Drug Manufacturers-Specialty & Generic,338,2017
UCBI,0.03553660270078736,Financial Services,Banks-Regional,2414,2017
NMIH,36.470588235294116,Financial Services,Insurance-Property & Casualty,261,2017
LCII,15.576923076923077,Consumer Cyclical,Recreational Vehicles,10500,2017
HVT,3.7527593818984455,Consumer Cyclical,Home Improvement Retail,3425,2017
INGN,45.94390325831373,Healthcare,Medical Devices,1020,2017
LPG,-37.591240875912405,Energy,Oil & Gas Midstream,585,2017
ABCB,6.431535269709546,Financial Services,Banks-Regional,2656,2017
STBA,5.501130369253969,Financial Services,Banks-Regional,1201,2017
SBH,-26.86567164179104,Consumer Cyclical,Specialty Retail,30000,2017
GNL,62.34207968901846,Real Estate,REIT-Office,1,2017
CALM,6.186726659167604,Consumer Defensive,Farm Products,3461,2017
BHLB,3.2786885245901716,Financial Services,Banks-Regional,1507,2017
ITGR,28.47682119205298,Healthcare,Medical Devices,8250,2017
AAT,-12.264644351464428,Real Estate,REIT-Diversified,199,2017
UVV,-29.523809523809526,Consumer Defensive,Tobacco,24000,2017
LXP,-11.088082901554406,Real Estate,REIT-Diversified,57,2017
CRY,0.7832898172323686,Healthcare,Medical Devices,1200,2017
PTEN,-21.86006084311168,Energy,Oil & Gas Drilling,5800,2017
NWN,1.2573344509639566,Utilities,Utilities-Regulated Gas,1200,2017
CPK,16.740929344366634,Utilities,Utilities-Regulated Gas,955,2017
PDFS,-43.37579617834397,Technology,Software-Application,353,2017
AGO,-14.880425155004428,Financial Services,Insurance-Specialty,441,2017
WWW,26.31744040150565,Consumer Cyclical,Footwear & Accessories,4000,2017
KOP,20.530451866404707,Basic Materials,Specialty Chemicals,2120,2017
SANM,-18.03030303030304,Technology,Electronic Components,30000,2017
PETS,53.42857142857142,Healthcare,Pharmaceutical Retailers,214,2017
NTUS,-2.225130890052341,Healthcare,Medical Devices,1484,2017
AWR,24.39993092730098,Utilities,Utilities-Regulated Water,841,2017
CORE,-10.607979734008872,Consumer Defensive,Food Distribution,8555,2017
COKE,21.56461952987085,Consumer Defensive,Beverages-Non-Alcoholic,14800,2017
MSTR,-53.313023610053314,Technology,Software-Application,2073,2017
TWI,-3.1832298136645836,Industrials,Farm & Heavy Construction Machinery,6200,2017
HMST,9.499136442141625,Financial Services,Banks-Regional,999,2017
HTLD,11.739502999143095,Industrials,Trucking,4050,2017
BLMN,19.821930646672918,Consumer Cyclical,Restaurants,94000,2017
CSGS,-10.451848471017797,Technology,Software-Infrastructure,4339,2017
ARI,5.636856368563682,Real Estate,REIT-Mortgage,0,2017
IOSP,-1.0623229461756374,Basic Materials,Specialty Chemicals,2000,2017
HLX,-12.466843501326265,Energy,Oil & Gas Equipment & Services,1650,2017
VBTX,1.5585357013410646,Financial Services,Banks-Regional,676,2017
ECOL,-0.49019607843137253,Industrials,Waste Management,3800,2017
DEA,7.685098406747894,Real Estate,REIT-Office,37,2017
ITRI,9.530791788856305,Technology,Scientific & Technical Instruments,6700,2017
CPS,14.057142857142857,Consumer Cyclical,Auto Parts,28000,2017
LNTH,58.43520782396088,Healthcare,Diagnostics & Research,508,2017
CMO,-23.35260115606936,Real Estate,REIT-Mortgage,14,2017
MANT,22.414823670053796,Technology,Software-Application,8900,2017
APOG,-24.819593264815225,Industrials,Building Products & Equipment,7200,2017
RMBS,8.720112517580873,Technology,Semiconductors,685,2017
GPI,-13.836832464421597,Consumer Cyclical,Auto & Truck Dealerships,15296,2017
PSMT,1.6260162601625918,Consumer Defensive,Discount Stores,9500,2017
XPER,-85.24590163934428,Technology,Semiconductor Equipment & Materials,1900,2017
MD,-27.900449101796404,Healthcare,Medical Care Facilities,9480,2017
CAL,8.154121863799274,Consumer Cyclical,Footwear & Accessories,11400,2017
CBB,-10.071942446043154,Communication Services,Telecom Services,4400,2017
BDN,11.489829576690488,Real Estate,REIT-Office,337,2017
PLCE,33.26453388372892,Consumer Cyclical,Apparel Retail,3900,2017
PPBI,1.6249999999999967,Financial Services,Banks-Regional,989,2017
CHS,-52.94784580498866,Consumer Cyclical,Apparel Retail,4788,2017
GCP,15.517241379310342,Basic Materials,Specialty Chemicals,2000,2017
SBCF,13.605712019040062,Financial Services,Banks-Regional,968,2017
B,23.929192350244982,Industrials,Specialty Industrial Machinery,5749,2017
DBI,1.1676786548341895,Consumer Cyclical,Apparel Retail,15800,2017
GPRE,-33.53115727002966,Basic Materials,Specialty Chemicals,820,2017
AVD,12.468193384223916,Basic Materials,Agricultural Inputs,671,2017
CSII,-4.263402279442794,Healthcare,Medical Devices,779,2017
KNSL,34.77777777777777,Financial Services,Insurance-Property & Casualty,275,2017
RLGY,2.226415094339622,Real Estate,Real Estate Services,10150,2017
SIG,-37.347480106100804,Consumer Cyclical,Luxury Goods,26126,2017
DCOM,-2.147971360381858,Financial Services,Banks-Regional,421,2017
SLP,37.88819875776398,Healthcare,Health Information Services,129,2017
ARCB,11.608391608391605,Industrials,Trucking,13000,2017
ALG,32.99370957738992,Industrials,Farm & Heavy Construction Machinery,4270,2017
DGII,-36.64921465968586,Technology,Communication Equipment,656,2017
IRET,-13.380281690140858,Real Estate,REIT-Residential,361,2017
PRLB,49.029126213592235,Industrials,Metal Fabrication,2535,2017
MTSC,-8.193668528864057,Technology,Scientific & Technical Instruments,3500,2017
CMTL,51.49186256781193,Technology,Communication Equipment,2034,2017
GTLS,17.221510883482715,Industrials,Specialty Industrial Machinery,5743,2017
AMCX,-6.0465976331361,Communication Services,Broadcasting,2114,2017
COOP,-82.54622541514546,Financial Services,Mortgage Finance,9100,2017
AGYS,20.765472312703576,Technology,Software-Application,1275,2017
REX,-0.2898900833433928,Energy,Oil & Gas Refining & Marketing,128,2017
MED,39.59318149262283,Consumer Cyclical,Personal Services,550,2017
PRSC,34.86686889113583,Healthcare,Medical Care Facilities,3800,2017
CIR,-27.937551355792937,Industrials,Specialty Industrial Machinery,3200,2017
WIRE,13.155190133607398,Industrials,Electrical Equipment & Parts,1380,2017
SKYW,33.333333333333336,Industrials,Airlines,13700,2017
LDL,-20.19704433497537,Industrials,Specialty Industrial Machinery,3250,2017
HUBG,7.411273486430058,Industrials,Integrated Freight & Logistics,5000,2017
DBD,-66.36085626911313,Technology,Software-Application,22000,2017
WD,33.873684210526314,Financial Services,Mortgage Finance,861,2017
FBNC,17.10563579722459,Financial Services,Banks-Regional,1065,2017
CHRS,-217.0454545454545,Healthcare,Biotechnology,306,2017
ESE,3.402489626556012,Technology,Scientific & Technical Instruments,2713,2017
BHE,-5.154639175257731,Technology,Electronic Components,10600,2017
CCS,26.848874598070744,Consumer Cyclical,Residential Construction,1460,2017
MDC,15.181932245922209,Consumer Cyclical,Residential Construction,1656,2017
SBSI,-1.4251781472683993,Financial Services,Banks-Regional,845,2017
WNC,18.66359447004609,Industrials,Farm & Heavy Construction Machinery,6900,2017
VECO,-73.4006734006734,Technology,Semiconductor Equipment & Materials,954,2017
IPAR,21.518987341772153,Consumer Defensive,Household & Personal Products,402,2017
VRTV,-93.9446366782007,Industrials,Business Equipment & Supplies,8000,2017
DFIN,-23.550538737814264,Financial Services,Capital Markets,2900,2017
LOCO,-25.757575757575747,Consumer Cyclical,Restaurants,5005,2017
UFCS,-3.5541904344010633,Financial Services,Insurance-Property & Casualty,1173,2017
OMCL,25.979381443298973,Healthcare,Health Information Services,2670,2017
TUP,3.7320574162679474,Consumer Cyclical,Packaging & Containers,11300,2017
AXL,-19.788608338226645,Consumer Cyclical,Auto Parts,20000,2017
NX,15.598290598290593,Industrials,Building Products & Equipment,3767,2017
DXPE,-27.899898545823472,Industrials,Industrial Distribution,2747,2017
GIII,28.81539712659257,Consumer Cyclical,Apparel Retail,4000,2017
BKU,6.188605108055,Financial Services,Banks-Regional,1493,2017
CPF,-5.0284948038887025,Financial Services,Banks-Regional,789,2017
SWM,2.27072310405644,Basic Materials,Paper & Paper Products,3400,2017
RC,12.871287128712877,Real Estate,REIT-Mortgage,500,2017
TGI,1.65441176470588,Industrials,Aerospace & Defense,9989,2017
SPSC,-42.00452768059271,Technology,Software-Infrastructure,1363,2017
MTRN,19.13580246913581,Basic Materials,Other Industrial Metals & Mining,2600,2017
EAT,-14.572605561277024,Consumer Cyclical,Restaurants,62200,2017
HZO,-13.492063492063497,Consumer Cyclical,Specialty Retail,1736,2017
IVR,18.283791362871554,Real Estate,REIT-Mortgage,0,2017
RRC,-89.56623681125443,Energy,Oil & Gas E&P,655,2017
MTOR,38.491048593350385,Consumer Cyclical,Auto Parts,8600,2017
EVTC,-24.908424908424912,Technology,Software-Infrastructure,2300,2017
VIVO,6.428571428571431,Healthcare,Diagnostics & Research,0,2017
PIPR,18.26086956521739,Financial Services,Capital Markets,1510,2017
CATM,-194.70842332613393,Industrials,Business Equipment & Supplies,1987,2017
HP,-10.08663366336633,Energy,Oil & Gas Drilling,4138,2017
CROX,42.24683544303798,Consumer Cyclical,Footwear & Accessories,3803,2017
RCII,19.27927927927927,Industrials,Rental & Leasing Services,14500,2017
ODP,-25.70621468926554,Consumer Cyclical,Specialty Retail,40000,2017
WETF,17.92828685258964,Financial Services,Asset Management,211,2017
ROG,50.62376482213439,Technology,Electronic Components,3600,2017
MATW,-27.74621212121213,Industrials,Conglomerates,11000,2017
EXTN,1.3358778625954253,Energy,Oil & Gas Equipment & Services,3600,2017
RUTH,20.785219399538107,Consumer Cyclical,Restaurants,5740,2017
EZPW,18.852459016393436,Financial Services,Credit Services,6800,2017
UIHC,20.753623188405797,Financial Services,Insurance-Property & Casualty,363,2017
VICR,26.794258373205732,Technology,Electronic Components,993,2017
DRQ,-30.398322851153036,Energy,Oil & Gas Equipment & Services,1444,2017
SXC,26.438698915763137,Basic Materials,Coking Coal,1171,2017
BANR,-1.8142235123367199,Financial Services,Banks-Regional,2198,2017
SUPN,32.12045169385195,Healthcare,Drug Manufacturers-Specialty & Generic,464,2017
TPRE,21.84300341296929,Financial Services,Insurance-Reinsurance,35,2017
COHU,39.863325740318906,Technology,Semiconductor Equipment & Materials,3200,2017
KRG,-22.551020408163254,Real Estate,REIT-Retail,133,2017
JRVR,0.8997750562359396,Financial Services,Insurance-Specialty,800,2017
DSPG,13.200000000000003,Technology,Semiconductors,340,2017
POWI,3.4670292318150877,Technology,Semiconductors,699,2017
EXTR,55.83067092651757,Technology,Communication Equipment,2584,2017
IRT,8.523290386521303,Real Estate,REIT-Residential,410,2017
SJI,-5.667627281460133,Utilities,Utilities-Diversified,1100,2017
PGTI,31.750741839762618,Industrials,Building Products & Equipment,3000,2017
RRGB,15.69148936170213,Consumer Cyclical,Restaurants,24586,2017
BCPC,-5.756823821339951,Basic Materials,Specialty Chemicals,1341,2017
HFWA,17.20779220779221,Financial Services,Banks-Regional,857,2017
AIT,11.233480176211442,Industrials,Industrial Distribution,6141,2017
AMN,27.208121827411162,Healthcare,Medical Care Facilities,3236,2017
CPE,-25.761316872427976,Energy,Oil & Gas E&P,475,2017
ANDE,-21.18780096308187,Consumer Defensive,Food Distribution,2247,2017
EGBN,-5.785837651122628,Financial Services,Banks-Regional,515,2017
LMAT,28.674623115577884,Healthcare,Medical Instruments & Supplies,454,2017
ZEUS,-4.69986040018614,Basic Materials,Steel,1551,2017
SM,-38.179347826086975,Energy,Oil & Gas E&P,530,2017
CENTA,18.37708830548926,Consumer Defensive,Packaged Foods,5600,2017
CATO,-59.48492462311559,Consumer Cyclical,Apparel Retail,10060,2017
OSPN,-9.352517985611502,Technology,Software-Application,789,2017
BANF,-84.4574780058651,Financial Services,Banks-Regional,1948,2017
IIPR,42.47137109254101,Real Estate,REIT-Industrial,14,2017
CRMT,6.047032474804022,Consumer Cyclical,Auto & Truck Dealerships,1750,2017
LQDT,-101.03092783505157,Consumer Cyclical,Internet Retail,574,2017
PKE,6.717557251908398,Industrials,Aerospace & Defense,136,2017
EXLS,23.860811930405962,Technology,Information Technology Services,31700,2017
VNDA,6.907894736842099,Healthcare,Biotechnology,284,2017
LCI,13.146551724137934,Healthcare,Drug Manufacturers-Specialty & Generic,954,2017
RCM,44.78458049886621,Healthcare,Health Information Services,19000,2017
NBR,-137.92093704245974,Energy,Oil & Gas Drilling,14000,2017
GFF,-25.061425061425048,Industrials,Tools & Accessories,7400,2017
IBP,46.14878209348256,Industrials,Building Products & Equipment,8500,2017
HOPE,-14.575342465753424,Financial Services,Banks-Regional,1416,2017
IRBT,21.043024771838333,Technology,Consumer Electronics,1159,2017
WDR,19.20322291853178,Financial Services,Asset Management,1162,2017
ROIC,-6.265664160401002,Real Estate,REIT-Retail,73,2017
NFBK,-5.67915690866512,Financial Services,Banks-Regional,357,2017
NSA,18.378576669112256,Real Estate,REIT-Industrial,459,2017
SKT,-28.970199924556756,Real Estate,REIT-Retail,285,2017
RDNT,42.57425742574257,Healthcare,Diagnostics & Research,6165,2017
AMPH,18.139293139293134,Healthcare,Drug Manufacturers-Specialty & Generic,2027,2017
TTMI,5.36056158264199,Technology,Electronic Components,25700,2017
RPAI,-11.38392857142858,Real Estate,REIT-Retail,215,2017
SWN,-61.469534050179206,Energy,Oil & Gas E&P,923,2017
PMT,-5.476042314872427,Real Estate,REIT-Mortgage,1,2017
ECPG,26.484560570071263,Financial Services,Mortgage Finance,7300,2017
FSP,-18.715083798882677,Real Estate,REIT-Office,37,2017
VRA,5.911330049261075,Consumer Cyclical,Footwear & Accessories,2700,2017
AMWD,45.33589251439539,Consumer Cyclical,"Furnishings, Fixtures & Appliances",9900,2017
EBIX,29.96845425867508,Technology,Software-Application,7975,2017
CEVA,23.401950162513536,Technology,Semiconductors,382,2017
TG,-15.885416666666671,Basic Materials,Specialty Chemicals,3000,2017
TRHC,49.87522281639929,Healthcare,Health Information Services,1286,2017
GHL,-51.53846153846155,Financial Services,Capital Markets,405,2017
AJRD,41.955128205128204,Industrials,Aerospace & Defense,4814,2017
MMSI,41.20370370370371,Healthcare,Medical Instruments & Supplies,6000,2017
AZZ,-16.536203522504884,Industrials,Electrical Equipment & Parts,4343,2017
MRTN,-12.561576354679808,Industrials,Trucking,4087,2017
MIK,18.685407193054978,Consumer Cyclical,Specialty Retail,12000,2017
SPOK,-31.309904153354633,Communication Services,Telecom Services,613,2017
ECHO,15.178571428571427,Industrials,Integrated Freight & Logistics,2513,2017
CENX,21.58859470468432,Basic Materials,Aluminum,2079,2017
BKE,10.947368421052637,Consumer Cyclical,Apparel Retail,2800,2017
GES,24.348341232227487,Consumer Cyclical,Apparel Retail,15800,2017
AKR,-16.374269005847957,Real Estate,REIT-Retail,118,2017
EXPO,18.354430379746834,Industrials,Consulting Services,901,2017
RPT,-10.386965376782085,Real Estate,REIT-Retail,104,2017
KWR,14.782147357251802,Basic Materials,Specialty Chemicals,4500,2017
TRST,8.695652173913032,Financial Services,Banks-Regional,771,2017
LMNX,-2.6395939086294398,Healthcare,Medical Instruments & Supplies,1257,2017
AMSF,-2.353896103896097,Financial Services,Insurance-Specialty,431,2017
BOOM,36.32734530938124,Energy,Oil & Gas Equipment & Services,741,2017
HI,18.232662192393747,Industrials,Specialty Industrial Machinery,11000,2017
BCEI,91.51866618339979,Energy,Oil & Gas E&P,125,2017
EGHT,-12.411347517730496,Technology,Software-Application,1675,2017
ALEX,-60.49026676279743,Real Estate,REIT-Diversified,793,2017
WSR,3.4698126301179735,Real Estate,REIT-Retail,85,2017
EGRX,-29.558217895919114,Healthcare,Drug Manufacturers-Specialty & Generic,108,2017
KRA,44.2391529997924,Basic Materials,Specialty Chemicals,1944,2017
SITC,-69.41964285714283,Real Estate,REIT-Retail,361,2017
AIN,22.78275020341741,Consumer Cyclical,Textile Manufacturing,4000,2017
UFI,25.034848062447722,Consumer Cyclical,Textile Manufacturing,2560,2017
DLX,5.192608016658002,Communication Services,Advertising Agencies,6388,2017
ACLS,47.038327526132406,Technology,Semiconductor Equipment & Materials,960,2017
UHT,17.29463453601385,Real Estate,REIT-Healthcare Facilities,0,2017
PFBC,5.733242599523655,Financial Services,Banks-Regional,279,2017
HNGR,23.682539682539687,Healthcare,Medical Care Facilities,4800,2017
KLIC,27.773212818405923,Technology,Semiconductor Equipment & Materials,2544,2017
MPAA,-4.961984793917575,Consumer Cyclical,Auto Parts,4012,2017
CNSL,-115.83264971287942,Communication Services,Telecom Services,3400,2017
GME,-36.43454038997214,Consumer Cyclical,Specialty Retail,14000,2017
MTRX,-25.842696629213467,Energy,Oil & Gas Equipment & Services,2900,2017
ANIK,6.251159339640136,Healthcare,Biotechnology,154,2017
BNED,-21.96601941747573,Consumer Cyclical,Specialty Retail,3400,2017
GDOT,55.52605376700962,Financial Services,Credit Services,1200,2017
SPTN,-41.904047976011995,Consumer Defensive,Food Distribution,10400,2017
STMP,35.34574468085106,Technology,Software-Application,1313,2017
PVAC,-30.401431858859628,Energy,Oil & Gas E&P,94,2017
WDFC,10.88983050847457,Basic Materials,Specialty Chemicals,522,2017
SAFT,10.820895522388062,Financial Services,Insurance-Property & Casualty,609,2017
ETH,-1.7482517482517481,Consumer Cyclical,"Furnishings, Fixtures & Appliances",3369,2017
CHCT,23.238434163701072,Real Estate,REIT-Healthcare Facilities,25,2017
NSIT,3.029511621833368,Technology,Information Technology Services,11261,2017
OFG,-40.95744680851063,Financial Services,Banks-Regional,2405,2017
SAH,-26.829268292682922,Consumer Cyclical,Auto & Truck Dealerships,9300,2017
VRTU,42.19600725952813,Technology,Information Technology Services,22883,2017
DIN,-35.18628030751035,Consumer Cyclical,Restaurants,558,2017
FORR,7.692307692307705,Industrials,Consulting Services,1823,2017
UIS,-57.66871165644171,Technology,Information Technology Services,20800,2017
NXRT,17.287043664996425,Real Estate,REIT-Residential,3,2017
FBC,31.133083912346343,Financial Services,Banks-Regional,4871,2017
LTC,-7.164179104477624,Real Estate,REIT-Healthcare Facilities,22,2017
ZUMZ,3.721488595438169,Consumer Cyclical,Apparel Retail,2575,2017
HIBB,-61.764705882352956,Consumer Cyclical,Specialty Retail,3500,2017
SMP,-11.044310843910045,Consumer Cyclical,Auto Parts,4200,2017
CHEF,18.53658536585366,Consumer Defensive,Food Distribution,2447,2017
RNST,2.665688432379563,Financial Services,Banks-Regional,2527,2017
PLXS,10.573122529644271,Technology,Electronic Components,19500,2017
TBK,14.126984126984125,Financial Services,Banks-Regional,1122,2017
DIOD,13.184513428671089,Technology,Semiconductors,6605,2017
TVTY,29.822161422708614,Healthcare,Medical Care Facilities,1000,2017
M,-17.268757443429923,Consumer Cyclical,Department Stores,123000,2017
VG,30.28515240904622,Communication Services,Telecom Services,2264,2017
MHO,26.918604651162788,Consumer Cyclical,Residential Construction,1401,2017
TTGT,36.70977011494252,Communication Services,Internet Content & Information,649,2017
CAMP,29.9113392440504,Technology,Communication Equipment,1080,2017
RES,15.707011359185277,Energy,Oil & Gas Equipment & Services,2700,2017
HSC,28.418230563002677,Industrials,Specialty Industrial Machinery,10500,2017
SXI,14.383897889052522,Industrials,Specialty Industrial Machinery,3800,2017
POWL,-34.310645724258286,Industrials,Electrical Equipment & Parts,1997,2017
FARO,21.063829787234038,Technology,Scientific & Technical Instruments,1818,2017
THRM,-11.49606299212598,Consumer Cyclical,Auto Parts,11000,2017
OSUR,53.23435843054083,Healthcare,Medical Instruments & Supplies,472,2017
BCOR,31.674208144796385,Financial Services,Asset Management,690,2017
PFS,1.8539117538005194,Financial Services,Banks-Regional,968,2017
FOSL,-229.08622908622908,Consumer Cyclical,Luxury Goods,10200,2017
AIR,18.57979129549504,Industrials,Aerospace & Defense,4200,2017
ROCK,-33.030303030303024,Industrials,Building Products & Equipment,1932,2017
RWT,-4.588394062078271,Real Estate,REIT-Mortgage,372,2017
NBHC,-0.21584952204748778,Financial Services,Banks-Regional,1229,2017
HMN,6.235827664399093,Financial Services,Insurance-Property & Casualty,1538,2017
ANF,33.39070567986231,Consumer Cyclical,Apparel Retail,8000,2017
DRH,0.17714791851195372,Real Estate,REIT-Hotel & Motel,31,2017
CASH,5.180787911494885,Financial Services,Banks-Regional,1015,2017
GEO,-75.9322033898305,Real Estate,REIT-Healthcare Facilities,23000,2017
GLT,-13.852611940298502,Basic Materials,Paper & Paper Products,2557,2017
CRS,21.514022357324965,Industrials,Metal Fabrication,4600,2017
HWKN,-52.414772727272705,Basic Materials,Specialty Chemicals,656,2017
RAVN,27.074235807860266,Industrials,Specialty Industrial Machinery,1362,2017
LZB,8.333333333333327,Consumer Cyclical,"Furnishings, Fixtures & Appliances",9500,2017
NYMT,-3.88978930307942,Real Estate,REIT-Mortgage,55,2017
CFFN,-15.21252796420581,Financial Services,Banks-Regional,668,2017
VIAV,-2.4027459954233303,Technology,Communication Equipment,3600,2017
NBTB,-10.70652173913045,Financial Services,Banks-Regional,1788,2017
TCMD,46.82539682539682,Healthcare,Medical Devices,629,2017
PLAB,-34.89736070381231,Technology,Semiconductor Equipment & Materials,1728,2017
CNMD,12.517166960957418,Healthcare,Medical Devices,3300,2017
BJRI,2.335164835164839,Consumer Cyclical,Restaurants,22725,2017
GKOS,-60.70175438596491,Healthcare,Medical Instruments & Supplies,600,2017
JBSS,-4.015810276679852,Consumer Defensive,Packaged Foods,1370,2017
NPO,27.376751149609674,Industrials,Specialty Industrial Machinery,5300,2017
QNST,58.233890214797135,Communication Services,Advertising Agencies,592,2017
MEI,-4.862842892768069,Technology,Electronic Components,6044,2017
JJSF,15.978396891259974,Consumer Defensive,Packaged Foods,4100,2017
EGOV,-45.18072289156626,Technology,Software-Application,1000,2017
VGR,1.4298480786416456,Consumer Defensive,Tobacco,1418,2017
QEP,-82.23615464994776,Energy,Oil & Gas E&P,248,2017
GLUU,36.813186813186825,Communication Services,Electronic Gaming & Multimedia,715,2017
CRVL,27.5047258979206,Financial Services,Insurance Brokers,3824,2017
WGO,43.52517985611511,Consumer Cyclical,Recreational Vehicles,5505,2017
RYAM,33.64303178484107,Basic Materials,Chemicals,4000,2017
BIG,10.952804986642919,Consumer Defensive,Discount Stores,10500,2017
NTGR,3.1489361702127683,Technology,Communication Equipment,803,2017
FSS,22.64808362369338,Industrials,Pollution & Treatment Controls,3600,2017
VRTS,5.258583224684918,Financial Services,Asset Management,578,2017
FRGI,-38.42105263157895,Consumer Cyclical,Restaurants,10480,2017
MGLN,22.371828068358358,Healthcare,Healthcare Plans,10100,2017
BOOT,34.67790487658037,Consumer Cyclical,Apparel Retail,1100,2017
LNN,14.580498866213151,Industrials,Farm & Heavy Construction Machinery,1125,2017
XNCR,-8.713503649635019,Healthcare,Biotechnology,166,2017
CENT,15.596094552929085,Consumer Defensive,Packaged Foods,5600,2017
UCTT,45.73408401905587,Technology,Semiconductor Equipment & Materials,3940,2017
INDB,10.737294201861122,Financial Services,Banks-Regional,1348,2017
ANGO,3.217077570655443,Healthcare,Medical Instruments & Supplies,800,2017
DORM,-12.88845273143604,Consumer Cyclical,Auto Parts,2732,2017
CPSI,24.792013311148082,Healthcare,Health Information Services,2000,2017
CORT,60.631229235880404,Healthcare,Biotechnology,206,2017
REGI,26.271186440677972,Energy,Oil & Gas Refining & Marketing,829,2017
CHCO,3.527493700904099,Financial Services,Banks-Regional,921,2017
DNOW,-92.74705349048054,Energy,Oil & Gas Equipment & Services,2600,2017
DAKT,-11.281489594742599,Technology,Computer Hardware,2395,2017
EIG,17.905405405405396,Financial Services,Insurance-Specialty,704,2017
AMBC,-30.913642052565717,Financial Services,Insurance-Specialty,103,2017
WTS,13.100724160632,Industrials,Specialty Industrial Machinery,4800,2017
ONB,-1.7191977077363938,Financial Services,Banks-Regional,2484,2017
BFS,-2.8178137651821893,Real Estate,REIT-Retail,116,2017
BANC,23.4866828087167,Financial Services,Banks-Regional,600,2017
MLI,-13.632514817950883,Industrials,Metal Fabrication,4964,2017
PRK,-6.52884615384616,Financial Services,Banks-Regional,1907,2017
ADC,8.825816485225504,Real Estate,REIT-Retail,41,2017
SSP,-24.63211772232885,Communication Services,Broadcasting,5900,2017
SFBS,3.5180722891566285,Financial Services,Banks-Regional,496,2017
TISI,-125.503355704698,Industrials,Specialty Business Services,5500,2017
PCRX,15.772179627601304,Healthcare,Drug Manufacturers-Specialty & Generic,606,2017
FIX,22.451317296678116,Industrials,Engineering & Construction,12000,2017
MYGN,52.88979472994614,Healthcare,Diagnostics & Research,2700,2017
HSII,8.961303462321789,Industrials,Staffing & Employment Services,1746,2017
BGS,-26.173541963015655,Consumer Defensive,Packaged Foods,2952,2017
RGNX,44.3609022556391,Healthcare,Biotechnology,257,2017
AVA,24.956302194600894,Utilities,Utilities-Diversified,1920,2017
FFBC,-4.554079696394684,Financial Services,Banks-Regional,2065,2017
MTDR,15.41920976549952,Energy,Oil & Gas E&P,304,2017
CUBI,-32.589457483647564,Financial Services,Banks-Regional,881,2017
CWT,23.925027563395812,Utilities,Utilities-Regulated Water,1224,2017
CYH,-50.234741784037574,Healthcare,Medical Care Facilities,63000,2017
